id,offer_page_code,offer_title,vacants,type,to_apply,organization_id,specific_requirements,knowledge,salary,responsabilities,specific_location,city_id,end_date,url,current_date,active
40,473822,Practicante de Administración,1.0,PROFESIONAL,Universitario Egresado en Administración hasta 2 años posteriores de egreso,10,Constancia o Diploma de egreso u otro documento emitido por el Centro de Estudios donde se acredite la condición de egresado del postulante.,,1130.0,,CONSEJO REGIONAL DE HUÁNUCO,4,2025-04-01,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-practicas-gobierno-regional-huanuco-administracion-abril-2025-473822.html,2025-03-31 07:10:25,0
41,473819,"Practicante de Administración, Contabilidad",1.0,PROFESIONAL,Universitario Egresado en Administración y/o Contabilidad de los últimos 02 años,10,Constancia o Diploma de egreso u otro documento emitido por el Centro de Estudios donde se acredite la condición de egresado del postulante.,,1130.0,,GOBIERNO REGIONAL DE HUANUCO,4,2025-04-01,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-practicas-gobierno-regional-huanuco-administracion-contabilidad-abril-2025-473819.html,2025-03-31 07:10:37,0
42,473815,Practicante de Derecho,1.0,PROFESIONAL,Universitario Egresado en Derecho hasta 2 años posteriores de egreso,10,Constancia o Diploma de egreso u otro documento emitido por el Centro de Estudios donde se acredite la condición de egresado del postulante.,,1130.0,,GOBIERNO REGIONAL DE HUANUCO,4,2025-04-01,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-practicas-gobierno-regional-huanuco-derecho-abril-2025-473815.html,2025-03-31 07:10:49,0
43,473811,Practicante de Ingeniería Civil,1.0,PROFESIONAL,Universitario Egresado en Ing. Civil de los últimos 02 años,10,Constancia o Diploma de egreso u otro documento emitido por el Centro de Estudios donde se acredite la condición de egresado del postulante.,,1130.0,,GOBIERNO REGIONAL DE HUANUCO,4,2025-04-01,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-practicas-gobierno-regional-huanuco-ingenieria-civil-abril-2025-473811.html,2025-03-31 07:11:03,0
44,473805,Practicante de Derecho,1.0,PRE-PROFESIONAL,Estudiante Universitario de Derecho de los últimos 02 años,10,Carta de Presentación del Cetro de estudios señalando el ciclo de estudios.,,1130.0,,GOBIERNO REGIONAL DE HUANUCO,4,2025-04-01,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-practicas-gobierno-regional-huanuco-derecho-abril-2025-473805.html,2025-03-31 07:11:15,0
45,478020,"Practicante de Derecho, Ciencias Políticas",1.0,PROFESIONAL,Egresado/a de la Carrera profesional universitario de Derecho y Ciencias Políticas,1,,"Derechos Humanos.
Derecho Constitucional.
Derecho Administrativo.
Gestión Pública.
Facultades y mandatos de la Defensoría del Pueblo.",1300.0,,Dependencia: Módulo Defensorial de Chimbote Dirección: Jr. Enrique Palacios N°112,11,2025-04-10,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-practicas-defensoria-del-pueblo-derecho-ciencias-politicas-abril-2025-478020.html,2025-03-31 07:11:29,0
47,478057,Practicante de Derecho,1.0,PROFESIONAL,Egresado/a de la carrera profesional universitario de Derecho,1,,"Derecho Ambiental
Regulación de la Sostenibilidad
Cambio Climático
Derecho Administrativo.
Facultades y mandatos de la Defensoría del Pueblo.",1300.0,,"Subadjuntia de Medio Ambiente, Cambio Climático y Pueblos Indígenas Dirección: Jr. Ucayali 394 - 398 Cercado de Lima",2,2025-04-10,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-practicas-defensoria-del-pueblo-derecho-abril-2025-478057.html,2025-03-31 07:13:07,0
48,473747,Practicante de Ingeniería Civil,2.0,PROFESIONAL,Universitario Egresado en Ingeniería Civil hasta 2 años posteriores de egreso,10,Constancia o Diploma de egreso u otro documento emitido por el Centro de Estudios donde se acredite la condición de egresado del postulante.,,1130.0,,GOBIERNO REGIONAL DE HUANUCO,4,2025-04-01,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-practicas-gobierno-regional-huanuco-ingenieria-civil-abril-2025-473747.html,2025-03-31 07:13:18,0
50,473468,Practicante de Derecho,2.0,PROFESIONAL,Egresado/a universitario/a de la carrera profesional de Derecho,13,,"Ofimática nivel básico.
Derecho Administrativo y/o Gestión Pública.",1506.67,"Apoyar en la elaboración de proyectos de informes en virtud a la fiscalización de gabinete y de documentos administrativos (memorandos, cartas y oficios); así como del seguimiento de los mismos ante la unidad orgánica o entidad correspondiente.
Apoyar en la atención oportuna los documentos ingresados al área u otros que designe su supervisor.
Apoyar en el registro de información en las bases de datos de la Subgerencia; así como el seguimiento de los documentos ingresados y/o emitidos por el área, a través de los sistemas informáticos de la SUTRAN.
Apoyar en trámites, notificaciones y/o labores administrativas
Otras que le asigne el/la Supervisor/a de prácticas.",Región Lima,2,2025-03-31,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-practicas-sutran-derecho-marzo-2025-473468.html,2025-03-31 16:46:19,0
51,479036,"Practicante de Administración, Economía, Contabilidad",1.0,PRE-PROFESIONAL,"Estudiante Universitario de Administración, Economía, Contabilidad de los últimos 02 años",10,Carta de Presentación del Centro de estudios señalando el ciclo de estudios.,,1130.0,,GOBIERNO REGIONAL DE HUANUCO,4,2025-04-14,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-practicas-gobierno-regional-huanuco-administracion-economia-contabilidad-abril-2025-479036.html,2025-03-31 16:46:32,0
52,473467,Practicante de Derecho,1.0,PROFESIONAL,Egresado/a universitario/a de la carrera profesional de Derecho,13,,"Ofimática nivel básico.
Derecho Administrativo.",1506.67,"Apoyar en la redacción de informes, producto del análisis de la fiscalización de gabinete.
Apoyar en la redacción de memorandos, cartas y oficios dirigidas a entidades públicas y/o administrados.
Apoyar en el registro y seguimiento de las bases de datos de monitoreo y accidentes de la subgerencia.
Apoyar en trámites, notificaciones y/o labores administrativas.
Otras que le asigne el/la Supervisor/a de prácticas.",Región Lima,2,2025-03-31,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-practicas-sutran-derecho-marzo-2025-473467.html,2025-03-31 16:46:45,0
53,473464,Practicante de Derecho,1.0,PROFESIONAL,Egresado de la carrera universitaria en Derecho,14,,"Conocimiento de ofimática: Hojas de cálculo a nivel básico, Procesador de textos a nivel básico, Programa de presentaciones a nivel básico
Conocimiento de idiomas en: Inglés a nivel básico",1200.0,"Apoyar en la redacción de proyectos de documentos administrativos para los procesos judiciales, para entidades públicas y privadas.
Apoyar en ala investigación y redacción de informes preliminares para procesos judiciales.
Apoyar en la evaluación y revisión de normas legales y jurisprudencia.
Apoyar en la actualización de la información y documentación en el sistema de gestión procesal.
Otras funciones asignadas por el supervisor de prácticas o la jefatura inmediata.",SEDE CENTRAL DEL MEF JR. JUNIN Nº 319 CERCADO DE LIMA LIMA,2,2025-03-31,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-practicas-ministerio-economia-mef-derecho-marzo-2025-473464.html,2025-03-31 16:47:01,0
