,id_c,offer_page_code,offer_title,vacants,type,to_apply,organization_id,specific_requirements,knowledge,salary,responsabilities,specific_location,city_id,end_date,url,current_date_e,active,offer_id,career_id,current_date_a,id_d,name_e,current_date_b,id_g,name_f,current_date_f,id_h,name,current_date
10,5,472027,"Practicante de Secretariado, Administración, Contabilidad, Computación e Informática",1.0,PROFESIONAL,"Egresado de la Carrera técnica en secretariado, administración, contabilidad, computación e informática o profesional en administración o profesional en administración o ingeniería industrial",5,,,1130.0,"Apoyo en las actividades de implementación del procedimiento de digitación de títulos.
Apoyo en gestión documental administrativas.
Otros",Oficina Registral de Ica Av. Las Américas N° 790 - Pisco - Ica,1,2025-03-31,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-practicas-sunarp-secretariado-administracion-contabilidad-computacion-informatica-marzo-2025-472027.html,2025-03-31 07:02:52,0,5,429,2025-03-31 07:02:55,429,ADMINISTRACIÓN,2025-03-31 06:52:27,1,ICA,2025-03-31 07:01:40,5,SUNARP,2025-03-31 07:02:47
11,5,472027,"Practicante de Secretariado, Administración, Contabilidad, Computación e Informática",1.0,PROFESIONAL,"Egresado de la Carrera técnica en secretariado, administración, contabilidad, computación e informática o profesional en administración o profesional en administración o ingeniería industrial",5,,,1130.0,"Apoyo en las actividades de implementación del procedimiento de digitación de títulos.
Apoyo en gestión documental administrativas.
Otros",Oficina Registral de Ica Av. Las Américas N° 790 - Pisco - Ica,1,2025-03-31,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-practicas-sunarp-secretariado-administracion-contabilidad-computacion-informatica-marzo-2025-472027.html,2025-03-31 07:02:52,0,5,254,2025-03-31 07:02:55,254,COMPUTACIÓN E INFORMÁTICA,2025-03-31 06:52:27,1,ICA,2025-03-31 07:01:40,5,SUNARP,2025-03-31 07:02:47
12,5,472027,"Practicante de Secretariado, Administración, Contabilidad, Computación e Informática",1.0,PROFESIONAL,"Egresado de la Carrera técnica en secretariado, administración, contabilidad, computación e informática o profesional en administración o profesional en administración o ingeniería industrial",5,,,1130.0,"Apoyo en las actividades de implementación del procedimiento de digitación de títulos.
Apoyo en gestión documental administrativas.
Otros",Oficina Registral de Ica Av. Las Américas N° 790 - Pisco - Ica,1,2025-03-31,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-practicas-sunarp-secretariado-administracion-contabilidad-computacion-informatica-marzo-2025-472027.html,2025-03-31 07:02:52,0,5,230,2025-03-31 07:02:55,230,CONTABILIDAD,2025-03-31 06:52:27,1,ICA,2025-03-31 07:01:40,5,SUNARP,2025-03-31 07:02:47
13,5,472027,"Practicante de Secretariado, Administración, Contabilidad, Computación e Informática",1.0,PROFESIONAL,"Egresado de la Carrera técnica en secretariado, administración, contabilidad, computación e informática o profesional en administración o profesional en administración o ingeniería industrial",5,,,1130.0,"Apoyo en las actividades de implementación del procedimiento de digitación de títulos.
Apoyo en gestión documental administrativas.
Otros",Oficina Registral de Ica Av. Las Américas N° 790 - Pisco - Ica,1,2025-03-31,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-practicas-sunarp-secretariado-administracion-contabilidad-computacion-informatica-marzo-2025-472027.html,2025-03-31 07:02:52,0,5,204,2025-03-31 07:02:55,204,INGENIERÍA INDUSTRIAL,2025-03-31 06:52:27,1,ICA,2025-03-31 07:01:40,5,SUNARP,2025-03-31 07:02:47
14,6,472026,"Practicante de Secretariado, Administración, Derecho",1.0,PROFESIONAL,"Egresado de la carrera técnica en Secretariado, Administración o carrera profesional en Administración o Derecho",5,,,1130.0,"Apoyo en las actividades de implementación del procedimiento de digitación de títulos.
Apoyo en gestión documental administrativas.
Otros","Oficina Registral de Ica Av. Matías Manzanilla N° 562, Urb. San Miguel - Ica",1,2025-03-31,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-practicas-sunarp-secretariado-administracion-derecho-marzo-2025-472026.html,2025-03-31 07:03:05,0,6,429,2025-03-31 07:03:07,429,ADMINISTRACIÓN,2025-03-31 06:52:27,1,ICA,2025-03-31 07:01:40,5,SUNARP,2025-03-31 07:02:47
15,6,472026,"Practicante de Secretariado, Administración, Derecho",1.0,PROFESIONAL,"Egresado de la carrera técnica en Secretariado, Administración o carrera profesional en Administración o Derecho",5,,,1130.0,"Apoyo en las actividades de implementación del procedimiento de digitación de títulos.
Apoyo en gestión documental administrativas.
Otros","Oficina Registral de Ica Av. Matías Manzanilla N° 562, Urb. San Miguel - Ica",1,2025-03-31,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-practicas-sunarp-secretariado-administracion-derecho-marzo-2025-472026.html,2025-03-31 07:03:05,0,6,240,2025-03-31 07:03:07,240,DERECHO,2025-03-31 06:52:27,1,ICA,2025-03-31 07:01:40,5,SUNARP,2025-03-31 07:02:47
16,7,471654,"Practicante de Marketing, Publicidad, Ciencias de la Comunicación",,,Egresado o Bachiller (no titulado),2,,"Excel intermedio - avanzado
Marketing digital(Google Ads, Meta Bussines Suite, SEO/SEM).
Redacción creativa para campañas publicitarias
Lectura de métricas de rendimiento de campañas publicitarias(Google analytics, Hootsuite, otros).",,,Presencial - San Borja -Lima,2,2025-03-31,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-practicas-banco-nacion-marketing-publicidad-ciencias-comunicacion-marzo-2025-471654.html,2025-03-31 07:03:17,0,7,122,2025-03-31 07:03:19,122,CIENCIAS DE LA COMUNICACIÓN,2025-03-31 06:52:27,2,LIMA,2025-03-31 07:01:57,2,BANCO DE LA NACIÓN,2025-03-31 07:02:01
17,7,471654,"Practicante de Marketing, Publicidad, Ciencias de la Comunicación",,,Egresado o Bachiller (no titulado),2,,"Excel intermedio - avanzado
Marketing digital(Google Ads, Meta Bussines Suite, SEO/SEM).
Redacción creativa para campañas publicitarias
Lectura de métricas de rendimiento de campañas publicitarias(Google analytics, Hootsuite, otros).",,,Presencial - San Borja -Lima,2,2025-03-31,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-practicas-banco-nacion-marketing-publicidad-ciencias-comunicacion-marzo-2025-471654.html,2025-03-31 07:03:17,0,7,361,2025-03-31 07:03:20,361,MARKETING,2025-03-31 06:52:27,2,LIMA,2025-03-31 07:01:57,2,BANCO DE LA NACIÓN,2025-03-31 07:02:01
18,7,471654,"Practicante de Marketing, Publicidad, Ciencias de la Comunicación",,,Egresado o Bachiller (no titulado),2,,"Excel intermedio - avanzado
Marketing digital(Google Ads, Meta Bussines Suite, SEO/SEM).
Redacción creativa para campañas publicitarias
Lectura de métricas de rendimiento de campañas publicitarias(Google analytics, Hootsuite, otros).",,,Presencial - San Borja -Lima,2,2025-03-31,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-practicas-banco-nacion-marketing-publicidad-ciencias-comunicacion-marzo-2025-471654.html,2025-03-31 07:03:17,0,7,22,2025-03-31 07:03:20,22,PUBLICIDAD,2025-03-31 06:52:27,2,LIMA,2025-03-31 07:01:57,2,BANCO DE LA NACIÓN,2025-03-31 07:02:01
19,8,477535,"Practicante de Ingeniería Ambiental, Ingeniería Agroindustrial, Ingeniería Agropecuaria",2.0,PROFESIONAL,"Egresado/a de carrera universitaria y/o técnico en Ingeniería Ambiental, Agroindustrial o Agropecuaria",6,,Conocimiento Básico en manejo de Ofimática.,1130.0,,"Unidad de Gestión Educativa Local Lauricocha, Sede de la UGEL Lauricocha - Oficina de Dirección.",4,2025-04-09,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-practicas-ugel-lauricocha-ingenieria-ambiental-agroindustrial-abril-2025-477535.html,2025-03-31 07:03:34,0,8,416,2025-03-31 07:03:37,416,INGENIERÍA AGROPECUARIA,2025-03-31 06:52:27,4,HUÁNUCO,2025-03-31 07:03:25,6,UGEL LAURICOCHA,2025-03-31 07:03:30
20,8,477535,"Practicante de Ingeniería Ambiental, Ingeniería Agroindustrial, Ingeniería Agropecuaria",2.0,PROFESIONAL,"Egresado/a de carrera universitaria y/o técnico en Ingeniería Ambiental, Agroindustrial o Agropecuaria",6,,Conocimiento Básico en manejo de Ofimática.,1130.0,,"Unidad de Gestión Educativa Local Lauricocha, Sede de la UGEL Lauricocha - Oficina de Dirección.",4,2025-04-09,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-practicas-ugel-lauricocha-ingenieria-ambiental-agroindustrial-abril-2025-477535.html,2025-03-31 07:03:34,0,8,452,2025-03-31 07:03:37,452,INGENIERÍA AMBIENTAL,2025-03-31 06:52:27,4,HUÁNUCO,2025-03-31 07:03:25,6,UGEL LAURICOCHA,2025-03-31 07:03:30
21,9,475736,Practicante de Derecho,1.0,PRE-PROFESIONAL,Estudiante universitario de la carrera de Derecho. (Estar en los dos últimos años de estudios),7,,"Procesador de textos (Word, Open Office Write, etc.) a nivel básico.
Hoja de cálculo (Excel, OpeCalc, etc.) a nivel básico.
Programa de presentaciones (Power Point, Prezi, etc.) a nivel básico.",1130.0,,"Sede Central de OEFA - Lima, Av. Faustino Sánchez Carrión 603 - Jesús María",2,2025-04-07,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-practicas-oefa-derecho-abril-2025-475736.html,2025-03-31 07:03:49,0,9,240,2025-03-31 07:03:51,240,DERECHO,2025-03-31 06:52:27,2,LIMA,2025-03-31 07:01:57,7,OEFA,2025-03-31 07:03:44
22,10,474343,"Practicante de Ingeniería Comercial, Ingeniería de Sistemas, Contabilidad, Economía, Administración",1.0,PROFESIONAL,"Egresado en las carreras profesionales de Ingeniería Comercial, Ingeniería de Sistemas, Contabilidad, Economía o Administración",8,,,1130.0,Apoyo en las activiades o funciones de la Oficina de Planeamiento y Presupuesto.,"Carretera Panamericana Sur Km. 1308 - Oficinas de ZOFRATACNA - ubicadas en el Terminal Terrestre ""Manuel A. Odría"" y Aeropuerto ""Crnl. FAP Carlos Ciriani Santa Rosa"".",5,2025-04-02,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-practicas-zofratacna-ingenieria-comercial-sistemas-contabilidad-abril-2025-474343.html,2025-03-31 07:04:05,0,10,429,2025-03-31 07:04:08,429,ADMINISTRACIÓN,2025-03-31 06:52:27,5,TACNA,2025-03-31 07:03:56,8,ZOFRATACNA,2025-03-31 07:04:01
23,10,474343,"Practicante de Ingeniería Comercial, Ingeniería de Sistemas, Contabilidad, Economía, Administración",1.0,PROFESIONAL,"Egresado en las carreras profesionales de Ingeniería Comercial, Ingeniería de Sistemas, Contabilidad, Economía o Administración",8,,,1130.0,Apoyo en las activiades o funciones de la Oficina de Planeamiento y Presupuesto.,"Carretera Panamericana Sur Km. 1308 - Oficinas de ZOFRATACNA - ubicadas en el Terminal Terrestre ""Manuel A. Odría"" y Aeropuerto ""Crnl. FAP Carlos Ciriani Santa Rosa"".",5,2025-04-02,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-practicas-zofratacna-ingenieria-comercial-sistemas-contabilidad-abril-2025-474343.html,2025-03-31 07:04:05,0,10,230,2025-03-31 07:04:08,230,CONTABILIDAD,2025-03-31 06:52:27,5,TACNA,2025-03-31 07:03:56,8,ZOFRATACNA,2025-03-31 07:04:01
24,10,474343,"Practicante de Ingeniería Comercial, Ingeniería de Sistemas, Contabilidad, Economía, Administración",1.0,PROFESIONAL,"Egresado en las carreras profesionales de Ingeniería Comercial, Ingeniería de Sistemas, Contabilidad, Economía o Administración",8,,,1130.0,Apoyo en las activiades o funciones de la Oficina de Planeamiento y Presupuesto.,"Carretera Panamericana Sur Km. 1308 - Oficinas de ZOFRATACNA - ubicadas en el Terminal Terrestre ""Manuel A. Odría"" y Aeropuerto ""Crnl. FAP Carlos Ciriani Santa Rosa"".",5,2025-04-02,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-practicas-zofratacna-ingenieria-comercial-sistemas-contabilidad-abril-2025-474343.html,2025-03-31 07:04:05,0,10,252,2025-03-31 07:04:08,252,ECONOMÍA,2025-03-31 06:52:27,5,TACNA,2025-03-31 07:03:56,8,ZOFRATACNA,2025-03-31 07:04:01
25,10,474343,"Practicante de Ingeniería Comercial, Ingeniería de Sistemas, Contabilidad, Economía, Administración",1.0,PROFESIONAL,"Egresado en las carreras profesionales de Ingeniería Comercial, Ingeniería de Sistemas, Contabilidad, Economía o Administración",8,,,1130.0,Apoyo en las activiades o funciones de la Oficina de Planeamiento y Presupuesto.,"Carretera Panamericana Sur Km. 1308 - Oficinas de ZOFRATACNA - ubicadas en el Terminal Terrestre ""Manuel A. Odría"" y Aeropuerto ""Crnl. FAP Carlos Ciriani Santa Rosa"".",5,2025-04-02,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-practicas-zofratacna-ingenieria-comercial-sistemas-contabilidad-abril-2025-474343.html,2025-03-31 07:04:05,0,10,202,2025-03-31 07:04:08,202,INGENIERÍA COMERCIAL,2025-03-31 06:52:27,5,TACNA,2025-03-31 07:03:56,8,ZOFRATACNA,2025-03-31 07:04:01
26,10,474343,"Practicante de Ingeniería Comercial, Ingeniería de Sistemas, Contabilidad, Economía, Administración",1.0,PROFESIONAL,"Egresado en las carreras profesionales de Ingeniería Comercial, Ingeniería de Sistemas, Contabilidad, Economía o Administración",8,,,1130.0,Apoyo en las activiades o funciones de la Oficina de Planeamiento y Presupuesto.,"Carretera Panamericana Sur Km. 1308 - Oficinas de ZOFRATACNA - ubicadas en el Terminal Terrestre ""Manuel A. Odría"" y Aeropuerto ""Crnl. FAP Carlos Ciriani Santa Rosa"".",5,2025-04-02,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-practicas-zofratacna-ingenieria-comercial-sistemas-contabilidad-abril-2025-474343.html,2025-03-31 07:04:05,0,10,124,2025-03-31 07:04:08,124,INGENIERÍA DE SISTEMAS,2025-03-31 06:52:27,5,TACNA,2025-03-31 07:03:56,8,ZOFRATACNA,2025-03-31 07:04:01
27,11,474333,Practicante de Derecho,1.0,PROFESIONAL,Egresado(a) Universitario(a) de la Carrera de Derecho,9,,"Procesador de Textos, Hojas de Cálculo y Programa de Presentaciones a Nivel Básico.",1095.0,,"Av. Del Aire N° 384, San Borja - Lima - Perú - Sala Especializada en Protección al Consumidor",2,2025-04-01,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-practicas-indecopi-derecho-abril-2025-474333.html,2025-03-31 07:04:20,0,11,240,2025-03-31 07:04:23,240,DERECHO,2025-03-31 06:52:27,2,LIMA,2025-03-31 07:01:57,9,INDECOPI,2025-03-31 07:04:16
28,12,474332,Practicante de Derecho,2.0,PROFESIONAL,Egresado(a) Universitario(a) de la Carrera de Derecho,9,,"Procesador de Textos, Hojas de Cálculo y Programa de Presentaciones a Nivel Básico.",1095.0,,"Av. Del Aire N° 384, San Borja - Lima - Perú - Sala Especializada en Eliminación de Barreras Burocráticas",2,2025-04-01,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-practicas-indecopi-derecho-abril-2025-474332.html,2025-03-31 07:04:32,0,12,240,2025-03-31 07:04:34,240,DERECHO,2025-03-31 06:52:27,2,LIMA,2025-03-31 07:01:57,9,INDECOPI,2025-03-31 07:04:16
29,13,474330,Practicante de Derecho,3.0,PROFESIONAL,Egresado(a) Universitario(a) de la Carrera de Derecho,9,,"Procesador de Textos, Hojas de Cálculo y Programa de Presentaciones a Nivel Básico.",1095.0,,"Av. Del Aire N° 384, San Borja - Lima- Perú - Sala de Propiedad Intelectual",2,2025-04-01,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-practicas-indecopi-derecho-abril-2025-474330.html,2025-03-31 07:04:44,0,13,240,2025-03-31 07:04:46,240,DERECHO,2025-03-31 06:52:27,2,LIMA,2025-03-31 07:01:57,9,INDECOPI,2025-03-31 07:04:16
30,14,474329,Practicante de Administración,1.0,PROFESIONAL,Egresado(a) Universitario(a) de la carrera de Administración,9,,"Atención al cliente.
Procesador de Textos, Hojas de Cálculo y Programa de Presentaciones a Nivel Básico.",1095.0,,"Av. Del Aire N° 384, San Borja - Lima - Perú - Sub Dirección de Atención al Ciudadano",2,2025-04-01,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-practicas-indecopi-administracion-abril-2025-474329.html,2025-03-31 07:04:56,0,14,429,2025-03-31 07:04:58,429,ADMINISTRACIÓN,2025-03-31 06:52:27,2,LIMA,2025-03-31 07:01:57,9,INDECOPI,2025-03-31 07:04:16
31,15,474328,Practicante de Derecho,1.0,PROFESIONAL,Egresado(a) Universitario(a) de la Carrera de Derecho o afines,9,,"Derecho administrativo o Derecho Procesal Civil o Derecho de las Obligaciones o Contratos o Análisis Económico del Derecho o Derecho de la Competencia.
Procesador de Textos, Hojas de Cálculo y Programa de Presentaciones a Nivel Básico.",1095.0,,"Av. Del Aire N° 384, San Borja - Lima - Perú - Secretaría Técnica de Fiscalización, Adscrita a la Comisión de Procedimientos Concursales",2,2025-04-01,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-practicas-indecopi-derecho-abril-2025-474328.html,2025-03-31 07:05:08,0,15,240,2025-03-31 07:05:10,240,DERECHO,2025-03-31 06:52:27,2,LIMA,2025-03-31 07:01:57,9,INDECOPI,2025-03-31 07:04:16
32,16,474325,Practicante de Derecho,2.0,PROFESIONAL,Egresado(a) Universitario(a) de la Carrera de Derecho o afines,9,,"Procesador de Textos, Hojas de Cálculo y Programa de Presentaciones a Nivel Básico.",1095.0,,"Av. Del Aire N° 384, San Borja - Lima - Perú - Órgano Resolutivo de Procedimientos Sumarísimos de Protección al Consumidor N° 3",2,2025-04-01,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-practicas-indecopi-derecho-abril-2025-474325.html,2025-03-31 07:05:20,0,16,240,2025-03-31 07:05:22,240,DERECHO,2025-03-31 06:52:27,2,LIMA,2025-03-31 07:01:57,9,INDECOPI,2025-03-31 07:04:16
33,17,474322,Practicante de Derecho,1.0,PROFESIONAL,Egresado(a) Universitario(a) de la Carrera de Derecho o afines,9,,"Procesador de Textos, Hojas de Cálculo y Programa de Presentaciones a Nivel Básico.",1095.0,,"Av. Del Aire N° 384, San Borja - Lima - Perú - Órgano Resolutivo de Procedimientos Sumarísimos de Protección al Consumidor N° 2",2,2025-04-01,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-practicas-indecopi-derecho-abril-2025-474322.html,2025-03-31 07:05:32,0,17,240,2025-03-31 07:05:34,240,DERECHO,2025-03-31 06:52:27,2,LIMA,2025-03-31 07:01:57,9,INDECOPI,2025-03-31 07:04:16
34,18,474316,"Practicante de Derecho, Economía, Administración",1.0,PROFESIONAL,Egresado(a) Universitario(a) de la Carrera de Derecho o Economía o Administración,9,,"Procesador de Textos, Hojas de Cálculo y Programa de Presentaciones a Nivel Básico.",1095.0,,"Jr. Antonio Raymondi 328, Tarapoto - Perú - ORI SAN MARTIN",6,2025-04-01,https://www.convocatoriasdetrabajo.com/oportunidad-laboral-practicas-indecopi-derecho-economia-administracion-abril-2025-474316.html,2025-03-31 07:05:46,0,18,429,2025-03-31 07:05:48,429,ADMINISTRACIÓN,2025-03-31 06:52:27,6,SAN MARTÍN,2025-03-31 07:05:39,9,INDECOPI,2025-03-31 07:04:16
